"rt","response","stage","start_time","s","word","word_id","phase","a_cor","a_real","a_ava","trial","tps","task_type","block_typ","pic_typ","block_id","cum_r","a","r","n_Prac","slider_start","pair_type"
"770","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","16","5","setsizechunk","3S","furniture","2","12","0","1","3","",""
"493","null","learn","18:12:06","2","2","2","learn","2","2","[0, 1, 2]","17","5","setsizechunk","3S","furniture","2","13","2","1","3","",""
"651","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","18","6","setsizechunk","3S","furniture","2","14","0","1","3","",""
"591","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","19","6","setsizechunk","3S","furniture","2","15","0","1","3","",""
"498","null","learn","18:12:06","2","2","2","learn","2","2","[0, 1, 2]","20","6","setsizechunk","3S","furniture","2","16","2","1","3","",""
"546","null","learn","18:12:06","2","2","2","learn","2","2","[0, 1, 2]","21","7","setsizechunk","3S","furniture","2","17","2","1","3","",""
"638","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","22","7","setsizechunk","3S","furniture","2","18","0","1","3","",""
"695","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","23","7","setsizechunk","3S","furniture","2","19","0","1","3","",""
"993","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","24","8","setsizechunk","3S","furniture","2","0","2","0","3","",""
"453","null","learn","18:12:06","2","2","2","learn","2","2","[0, 1, 2]","25","8","setsizechunk","3S","furniture","2","1","2","1","3","",""
"489","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","26","8","setsizechunk","3S","furniture","2","2","0","1","3","",""
"486","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","27","9","setsizechunk","3S","furniture","2","3","0","1","3","",""
"998","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","28","9","setsizechunk","3S","furniture","2","4","0","1","3","",""
"613","null","learn","18:12:06","2","2","2","learn","2","2","[0, 1, 2]","29","9","setsizechunk","3S","furniture","2","5","2","1","3","",""
"715","null","learn","18:12:06","2","2","2","learn","2","2","[0, 1, 2]","30","10","setsizechunk","3S","furniture","2","6","2","1","3","",""
"664","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","31","10","setsizechunk","3S","furniture","2","7","0","1","3","",""
"962","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","32","10","setsizechunk","3S","furniture","2","8","0","1","3","",""
"568","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","33","11","setsizechunk","3S","furniture","2","9","0","1","3","",""
